"Day","Date","League","Type","Booming.Populace","Booming.Populace_1","Booming.Populace_10","Booming.Populace_11","Booming.Populace_12","Booming.Populace_13","Booming.Populace_14","Booming.Populace_2","Booming.Populace_3","Booming.Populace_4","Booming.Populace_5","Booming.Populace_6","Booming.Populace_7","Booming.Populace_8","Booming.Populace_9","Irresistable.Temptation","Irresistable.Temptation_1","Irresistable.Temptation_10","Irresistable.Temptation_11","Irresistable.Temptation_12","Irresistable.Temptation_13","Irresistable.Temptation_14","Irresistable.Temptation_15","Irresistable.Temptation_16","Irresistable.Temptation_17","Irresistable.Temptation_18","Irresistable.Temptation_2","Irresistable.Temptation_3","Irresistable.Temptation_4","Irresistable.Temptation_5","Irresistable.Temptation_6","Irresistable.Temptation_7","Irresistable.Temptation_8","Irresistable.Temptation_9","Misinformation","Misinformation_1","Misinformation_10","Misinformation_11","Misinformation_2","Misinformation_3","Misinformation_4","Misinformation_5","Misinformation_6","Misinformation_7","Misinformation_8","Misinformation_9","Stalwart.Defenders","Stalwart.Defenders_1","Stalwart.Defenders_10","Stalwart.Defenders_11","Stalwart.Defenders_12","Stalwart.Defenders_2","Stalwart.Defenders_3","Stalwart.Defenders_4","Stalwart.Defenders_5","Stalwart.Defenders_6","Stalwart.Defenders_7","Stalwart.Defenders_8","Stalwart.Defenders_9","Territories.Unknown","Territories.Unknown_1","Territories.Unknown_10","Territories.Unknown_11","Territories.Unknown_12","Territories.Unknown_13","Territories.Unknown_14","Territories.Unknown_15","Territories.Unknown_16","Territories.Unknown_17","Territories.Unknown_18","Territories.Unknown_2","Territories.Unknown_3","Territories.Unknown_4","Territories.Unknown_5","Territories.Unknown_6","Territories.Unknown_7","Territories.Unknown_8","Territories.Unknown_9","Terror","Terror_1","Terror_10","Terror_11","Terror_12","Terror_2","Terror_3","Terror_4","Terror_5","Terror_6","Terror_7","Terror_8","Terror_9","War.Among.the.Stars","War.Among.the.Stars_1","War.Among.the.Stars_10","War.Among.the.Stars_2","War.Among.the.Stars_3","War.Among.the.Stars_4","War.Among.the.Stars_5","War.Among.the.Stars_6","War.Among.the.Stars_7","War.Among.the.Stars_8","War.Among.the.Stars_9"
1,"2019-12-13","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"2019-12-14","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"2019-12-15","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"2019-12-16","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"2019-12-17","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"2019-12-18","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"2019-12-19","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"2019-12-20","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"2019-12-21","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"2019-12-22","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"2019-12-23","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"2019-12-24","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"2019-12-25","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"2019-12-26","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"2019-12-27","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"2019-12-28","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"2019-12-29","Metamorph","Watchstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"2019-12-30","Metamorph","Watchstone",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.94625,0,0,0,0,0,0,0,0,0,0,0,34.76483,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7648,0,0,0,0,0,0,0,0,0,0,0,0,26.88254,0,0,0,0,0,0,0,0,0,0
19,"2019-12-31","Metamorph","Watchstone",22.30141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.55574,0,0,0,0,0,0,0,0,0,0,0,66.72939,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,25.48449,0,0,0,0,0,0,0,0,0,0
20,"2020-01-01","Metamorph","Watchstone",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.88985,0,0,0,0,0,0,0,0,0,0,0,60.00232,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.00333,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
21,"2020-01-02","Metamorph","Watchstone",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.53207,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
22,"2020-01-03","Metamorph","Watchstone",19.6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,19.85066,0,0,0,0,0,0,0,0,0,0
23,"2020-01-04","Metamorph","Watchstone",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.56566,0,0,0,0,0,0,0,0,0,0,0,21.95121,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
24,"2020-01-05","Metamorph","Watchstone",14.5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.19071,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
25,"2020-01-06","Metamorph","Watchstone",15,30,35,0,0,0,16.40299,20,0,0,0,0,0,0,12,10,21.09,0,0,0,11,10.22,12,13,18.07,11,0,10,0,30,15,0,0,0,45.63051,27.01,210.31,150,0,0,90,117.005,117.005,100,100,110,29.22051,20.375,120,0,99.4135,25.438,0,40,70.2,41.09,50,0,116.84,10,0,0,0,20,45,0,0,20,26,11,0,117.005,13,0,0,0,0,0,20,16.0925,84.36,0,60,20.96875,40,0,30,40,38.7,0,66.17,14,11.83,29.62232,0,0,25,0,0,50,45.45,0
26,"2020-01-07","Metamorph","Watchstone",0,30,35,30,9,2330.7,15,6.5,12,0,14,0,0,8,12,0,18.4,0,0,15,12,10.44,11.31,12.4,13,10.4603,0,9.1,13.22,30,15,0,0,20,0,24.73333,142.07,150,39.65,0,90,116.5,116.5,100,90,93.27,0,20,120,116.31,90,20,30.8,35,69.92,42.17,50,0,116.4,0,50,10,117.09,21.09,16.55,10.21,20,15,11.03143,11,15,147.61,13,0,10,0,10,10,0,15,80,61,60,19.01,23.1,45,30,33.24,40.4,74.9,56.6,0,12.19,20,20,0,25,15.21,20,21.96,26.828,2324.4
27,"2020-01-08","Metamorph","Watchstone",0,30,15.03,13,65,238.355,15,8.17,12,0,21.64,0,0,0,20,0,18.4,10,15,27,12,27.72,12.65,13.41,14.28,10,5,10.22,13.22,25,15,20,0,20,0,29.42,142.07,111.41,39.32,0,0,110.26,110.26,90,110.54,94.34,0,16.08,91,110.45,80,18.09,26.06,40,66.16,40,89,60,71.79,0,14,8,66.04,21.52,21.52,11.52,11.9,15,18.21,11.44525,15,140.29,13,110.25,10,10,8,20.95,0,15,73,70,50,18,23.8,45,31.64,50,35.7,50.03,43.04,0,14.41,20,18.41,90,18.25,15.32,20,18.5,30.21,42.07
28,"2020-01-09","Metamorph","Watchstone",0,16.42,27.32,25,17,239.98,15,16.01,12,0,21.64,0,100,0,0,0,18.42,0,15,24,12.87,25,12.65,10.59,14.63,11,0,15.42,13.33,25,15,6.9,0,8.3,0,25.54154,202.24,130,42.84,51,0,78.17,82,0,110,93.24,0,20,75.24,79,79,16.58,19.75,40,56.2225,22.5,54.14,60,71.57,0,50,0,554.95,20.87,21.52,11.52,12.04,11,12,10,15,140.5275,0,110.99,10.54,0,12,15.42,0,15,57.27,70,49.92576,17.42,41.08,45,31.64,35.94,35.7,30.91,61.57,0,14,20,18.22,75,26.09,16.41,0,18.5,26.27,33.98
29,"2020-01-10","Metamorph","Watchstone",0,16.42,111.49,25,90,20,14.67015,16.01,10,30,21.64,13,30,0,0,0,18.42,10,15,24,12.87,11.5,11,10.59,11.95,10,0,13.26,13.33,25,15,11.4,11,8.57,0,28.77,123.04,106.45571,31.54,46.88,0,111.49,84.02,75,90,101.05,0,15,75.24,75.54,75,18.55,17.9,0,66.89,0,32.5,50,78.04,0,50,0,65.64,20.87,13.98,10.32,15.41,55,12,10,15,52.45667,0,111.49,10.54,11,0,15.42,0,15,66.2,41.08,48,19.99,30,22.07,36,31.52,60,27.98,61.57,0,13.21,19,15.94,65,35,13.82,236.48,18.5,18.6,25.97
30,"2020-01-11","Metamorph","Watchstone",0,18.02,113,26.57,15,31.59,14.76081,12.01,10,30,21.64,13.22,16.5,14,12,0,12.35,10,10.5,15.7,14.64,12.94,9.59,14.99,10,10,0,13.26,13,25,15,15,30,7.84,0,25,118.22,105.48268,28.52,45,50,86.57,80,75,90,100,0,15,53.1,76.1,70,20,18.91,0,67.07,0,35.31,50,60,0,23,0,10.2,25.42,13.98,11.52,13.09,10.27333,10.58,10,10.5,53.05,0,113,10.54,0,0,15.42,0,15.50947,53.98,37.34,40,20,29.37,31.5,35.54,32.07,60,27.98,60,0,10.03,14.73136,8.38,50,35,14.26,239.5,15,13.97,22.04
31,"2020-01-12","Metamorph","Watchstone",0,10.79,114.01,26.06,288.62,26.1,12.00005,20.87,10,30,21.64,0,30,14,349.5,0,12.38083,11.5,15,12.07,14.64,12.19,10.31,11.21,11.95,10,0,9.3,11.18,25,15,15,15.5,7.94,0,25,117.155,100,28.64,82.72,60,87.11167,80,0,85.05,111.985,0,15,82.19,76.1,65,20,25,0,60.9425,0,35.99,50,48.46,0,11.99,10,10.2,25.11,21.04,11.08,13.08,10,13.09,10,25.83,53.93,20,114.14,12.18,0,9,15.42,0,17.8,61.102,44.04,38.33035,17.19,27.3,45,23.75,32.07,35.97,41.9,52.32,0,10.83,14,18.22,32,35,14.49,15,15,20,16.39
32,"2020-01-13","Metamorph","Watchstone",0,15.62,122.0925,26.62,13,28.17,14,16.79,10,30,21.64,10,21.07,10,15,0,12.142,11.5,11.01,12.07,11.04,19.27,11.04,21.63,11.08,10,7.2,9.2,12.42,25,15,15,25,7.89,0,23.86629,86.94,99.17616,30,73.5,55,122.7825,55.5,80,86.18,88.02,0,15.70569,82.19,84.355,60,20,28.82,13,61.38,1275.7,35.99,117.55,47.48,0,13.1,10,10.4,13.94,21.04,11.64,15.4,10,10.9,10,26.7475,56.55,20,122.37,12.18,0,9,15.42,0,15,43.84,35.15,40,19.24,27.97,45,24.61,36.08,35.97,35.86,38.46,0,11.32528,15,13.69,32.18,35,14.48063,0,15,20,15.5
33,"2020-01-14","Metamorph","Watchstone",0,12,138.2075,20.7,100,28.17,14.48015,12.19,32.82,15.62,23.29,0,29.1,15,0,0,17.04,11.5,11.01,12.07,11.04,19.27,10,10,10,10,7,7.22,12.3,14.56,15,15,31.21,10.4,0,20,123.70667,100,24.05,42.08,55.54,60.345,72.09,0,67.38,116.2175,0,16.15,82.19,85.86,60,20,25,0,62.29,139.54,32.24,0,49.45,0,26.21,10,10.4,26.19,21.04,11.08,13,8.82,12.29,10,137.97,59.24,20,128.935,12.18,0,205.58,15.42,0,17.89,56.08,45.52,44.0001,18.52,28,20,23.3,38.28,30.42,60.32167,35.08,0,10.79383,15,13.69,31.09,35,14.66,18,13.82,20,13
34,"2020-01-15","Metamorph","Watchstone",0,22.33,136.53,27.19,70,23.15,15,15,33.95,30,24.96,0,29.1,136.525,13,0,17.04,11.1,3646.66,10,14.64,19.27,10.35,13.43,10,10,0,10.43,12.3,14.56,35.705,12.3,10,10.4,0,20.04,132.3975,110,18.11,42.08,55,85.55,100,70,63.14,115.8825,0,15,52.62,86.16,65,20,25,0,62.1725,136.845,32.24,50,50.37,0,25.18,55,10.4,22.89,21.04,11.31,13.48,14.38,12.5,10,136.845,23.9,20,0,12.18,0,202.68,18.18,0,16,39.31,44.48,45,19,23.15,16,20,34.14,26.98,59.98,39.52,0,11.89111,18.00015,21.31,25.88,35,14.46,18,13.63,20,13.22
35,"2020-01-16","Metamorph","Watchstone",0,34.38,134.5425,25,30.05,22.71,18,15,50.54,123.37,24.96,10,45,15,13,0,16.48,11.65,10.12,10.41,14.64,15,10.72,18.02,11.9,10,0,10.43,12.3,25,8.69,162.12,15,10.62,0,24,132.3825,125,32.05,100,41.545,85.7225,100,70,63.43,107.75667,0,15,82.19,68.042,70,20,100,0,62.2,136.64,31.3,70,49.525,0,12.3,46,10,32.03,10,10,15,13.67,12.63,10,22.65,23.28,20,10,12.18,10,0,18.18,0,18,61.46,43.74,45,19,23.15,65,35,33.14,33.9,59.61,40.26,0,10.388,15,21.31,25.88,45.9825,14.68,18,11.02,24.22,58.9
36,"2020-01-17","Metamorph","Watchstone",0,22.33,134.98,22.71,30.05,39.58,24.03051,14.43,52.18,123.645,24.96,0,45,30,0,0,16.48,11.65,13.61,12.5,14.64,15,10.89,18.02,15.2,10,0,16.54,12.3,25,8.69,311.3275,15,10.55,0,22.37,121.57,132.2301,30,100,0,71.03,0,70,63.43,101.08,0,15,53.94,56.64,51.26136,20,82,30.5,62.22,67.7,38.52,70,49.61,0,12.41,47.72,10,50,13,10.72,15,22.98,11.31,10,136.81,26.38,20,10,12.18,10,0,18.18,0,18.41,56.08,42.92,44.08005,19,25.5,50,0,26.88,33.72,42.07,35.62,0,13.45364,20,21.31,17.46,13.04,12.47,15.3,18.73,26.47,30.99
37,"2020-01-18","Metamorph","Watchstone",0,32.18,136.03,28.27,30.05,18.03,20,13.105,52.18,0,20,0,45,56.4575,0,0,16.48,11.65,21.51,15.28,22.17,18.13,12.48,18.02,13.02,11.13015,0,27.2,12.3,25,9.59,311.5325,20,14.59,0,24,121.04,130,36.48,91,30,86.34,0,70,63.43,100,0,16.37,57.6,50.3,60.92005,20,27.93,30.5,62.21,58.62,38.52,70,41.49,0,13.65,47.72,10.3,58.69,21.59,14.36,19.1,22.98,12.73,11,49.55,26.38,15.5,0,12.18,0,10,18.18,0,18.66,80,43.81,40,15.31,25,36.5,0,34.29,32.45,40,35.65,0,14,20,21.31,31.1,46.08,12.15,0,19.3,26.58,54.27
