"Date","League","Type","Gilded.Ambush.Scarab","Gilded.Bestiary.Scarab","Gilded.Breach.Scarab","Gilded.Cartography.Scarab","Gilded.Divination.Scarab","Gilded.Elder.Scarab","Gilded.Harbinger.Scarab","Gilded.Perandus.Scarab","Gilded.Reliquary.Scarab","Gilded.Shaper.Scarab","Gilded.Sulphite.Scarab","Gilded.Torment.Scarab","Polished.Ambush.Scarab","Polished.Bestiary.Scarab","Polished.Breach.Scarab","Polished.Cartography.Scarab","Polished.Divination.Scarab","Polished.Elder.Scarab","Polished.Harbinger.Scarab","Polished.Perandus.Scarab","Polished.Reliquary.Scarab","Polished.Shaper.Scarab","Polished.Sulphite.Scarab","Polished.Torment.Scarab","Rusted.Ambush.Scarab","Rusted.Bestiary.Scarab","Rusted.Breach.Scarab","Rusted.Cartography.Scarab","Rusted.Divination.Scarab","Rusted.Elder.Scarab","Rusted.Harbinger.Scarab","Rusted.Perandus.Scarab","Rusted.Reliquary.Scarab","Rusted.Shaper.Scarab","Rusted.Sulphite.Scarab","Rusted.Torment.Scarab","Gilded.Legion.Scarab","Polished.Legion.Scarab","Rusted.Legion.Scarab"
2019-12-01,"Standard","Scarab",20,20,16,20,30,10,30,13.82,7.5,4.87,70,44.84,10,12,5,8.17,13.06,2,16.31,5,3.37,1,50,7.04,3,7.64,2,4,4,2,8,3,2,1,40,2,38,20,10
2019-12-02,"Standard","Scarab",20,20,16,20,30,9.08549,30,13.21,8,4,70,43.14,10,12,5,8.14,13.23,2,15.21,5,2.18663,1,50,7.36,3,8,2,4,4,1,7.26,3,1.85,1,40,2,37.92024,20.89012,10
2019-12-03,"Standard","Scarab",20,20,16,20.93,30,8,30,14,7.93,4,70,44.58,10,13.09,5,7.63405,13.23,2,18,5,2,1,50,8,3,7,1,4,4,1,4.92,2.46,1.51,1,40,1,35,22.81,10
2019-12-04,"Standard","Scarab",20,20,16,28,30,8.77686,30,15,8,5,70,45,10,13.87,5,8.61603,13.5,2.2,18,5,2,1,50,7.17,3,8,2,4,4,1,5.32,2.98,1.68,1,40,1,34.19,20,10
2019-12-05,"Standard","Scarab",20,20,15,26.04,30,9,30,15,8,5,70.56,45.44,10,13,5,8.65,13.87296,2,20,5,2,1,50.99,6.88,3,7.28,2,4,4.63,1,5.33,3,1.58792,1,40,1,33.22,20,10
2019-12-06,"Standard","Scarab",23.73539,20,15,28,30,9,30,15,8,5,72.04,45,10,13,5,7.98,13,3.66,20,5,2,1,50,5.75,3,7.58,2,4,5,1,5,3,1.63,1,40,1,33.24727,20,10
2019-12-07,"Standard","Scarab",25,20,15,28.32,30,8,30.83,13.82,7.34,5,75,45,10,12,5,7,13,2.54,19.43,5,2,1,50,7.01,3,7.88,2,4,5,1,5,3,1,1,40,1,32.88437,20,10
2019-12-08,"Standard","Scarab",25.18,20,15.58,28.93,30,8,30.53,14,7.14,5,75,43.07,10,11.46,5,7,13.28,3.59667,15,5,2.94,1,50,10,3.03,7,2,4,5,1,5,3,1,1,40.22,1,32,20,10
2019-12-09,"Standard","Scarab",24,19.24,15,27.27,30,9.4,26.68,13.58777,7.15,5,73.41,41.94,9.9,12,5,7.4,14,4,15,5,3.13,1.4,50,10,3,7,2,4,5,1,7,3,1,1,38,1.36,29.99841,20,12.03
2019-12-13,"Standard","Scarab",16,19.5601,10,18.01,25,9,25,8,5,3.80505,50,19.06,7.93,10,4,6.98,7.25,1.87,13.23357,3,1.59,1,35,4,3,4.3,1,3,3,0.97,5,1,1,0.72,28.9901,1,34.81,15,8
2019-12-14,"Standard","Scarab",16.74,19.51,10,18.13,25,9,25,8,5,3.33,55.11,20,8,10,3.93,6.91,7,1.42,12,3,1.56,1,37,4,3,4,1,3,2.72,1,5,1,1,0.56,28.00071,1,34.69,15.11,8
2019-12-15,"Standard","Scarab",16.79,19.68,10,18,25,9,25,8,5,3.39,46.38035,18,8,10,3.45,7,7,1.22,12,3,1,1,30.94,4,3,4,1,2.68,2.89,1,5,1,1,0.9,25,1,34.33,15,8
2019-12-16,"Standard","Scarab",16.05,19,10,18,25,8.15,25,8,5,3.56,40,18,6.09,10,3.43,7,6.69,1,12,3,1,1,30,4,3,4,1,2.7,3,1,5,1,1,0.78131,23.30515,1,33.22,15,8
2019-12-17,"Standard","Scarab",15,19,10,19,25,8.14,25,8.54,5,3.65,49.12,18.36,5,10,3,7,6.28,1,11.56,3,1,1,30,4,3,3.29,1,2.89,3,1,4.14,1,1,0.47,24.18,1,30.36,15.39,7
2019-12-18,"Standard","Scarab",15,20,9.35,19,25,9,24.13,8.41,5,2.94,49.29,18.45,5.08,10,3,7,6.94,1,10.04,3,1,1,24.15,4,2.43505,4,1,3,3,1,5,1,1,0.92,24,1,33.4,15,7
2019-12-19,"Standard","Scarab",15,19.48859,10,18.83,24,8.3,24,8.67,5,2.74,45,19.36,5.99,9.72,3.08,7,7,1,10,3,1,1,25,4,2.33,4,1,3,3,1,5,1,1,0.97,22.44525,1,34.07,15,7
2019-12-20,"Standard","Scarab",15.09056,18,10,19,25,8.67,22.31,9.01,5,2,44.4904,18,5.6,9.45,3,7,7,1,10,3,1,1,25,4,2.41,3.00162,1,3,3,1,4,1,1,0.82,19.59,1,35,16.14,7.05429
2019-12-21,"Standard","Scarab",15,18.29,10,18,25,7.83,24.22,9.08,5,3,45,18,6.32,9.42015,3,7.15,6.93,1,10,3,1,1,25,4,2,3,1,3,2,1,4,1,1,1,19.76056,1,35,16.06,7.36
2019-12-22,"Standard","Scarab",15,18.29768,10,18,25,7,20,9.21,5,3,45,18,6.67,9.16,3,7.56,6.39,1,9.93,3,1.56,1,25,4,2,2,1,3,2.42,1,4.45,1,1,0.9,20,1,35.52,15,8
2019-12-23,"Standard","Scarab",14,18,10,18,25,6.91,20,9.46,5,3,44.66,18,7,9.17,3,7.15,7,1.15,9.11,3,1.57,1,25,4,3,2,1,3,2,1,5,1,1,0.99,20,1,35,15,8
2019-12-24,"Standard","Scarab",12.31,18,10,18,25,6.92,20,9.59591,5,3,44.47,16.34,7,9,3,7,7,1,7.89,3,1.49,1,25,4,2,2,1,3,2,1,5,1,1,1,19.14,1,35,15,8.39
2019-12-25,"Standard","Scarab",12.24,18,10,18,25,6.97,20,10,5,3,45,16.23,7,9.06,3,7,7.01,1,6,3,1.91,1,25,4,2,2,1,3,2.43,1,5,1.06,1,1,20,1,35,15,7.36351
2019-12-26,"Standard","Scarab",13.55,18,10,18,25,6,23.59,10,5,3,45,16.23315,7,9.13247,2.59,7,7.14,1.39,6,5,2,1,24.33,4,2,2,1,3,2,1,5,1.39,1,1,19.9801,1,34,15,8.66
2019-12-27,"Standard","Scarab",13,18,10,17,25,6,24.43577,11,5,3,45,17.01,7,9,2.68,7,7.57866,1.38,6,5,2,1,23.66015,4,2,2,1,3,2,1,4.13,2,1,1,18.0304,1,30.29,17.55633,8.32
2019-12-28,"Standard","Scarab",11.61,16.55,10,17,24,5.05,24.44,11.12,6.91,3,43.94556,17,7,8.96,3,6.50654,8,2,7,5,2,1,22.22,4.66,2,2.08,1,3,2.35616,1,5,2,1,1,16,1,30,18.7,8.64
2019-12-29,"Standard","Scarab",13,18,10,16.33,22.52,5,22.27579,10.78,6.3,3,41.06056,17.14,7,8.93,3,5,8.41,2,7,5,2,1,22.89056,4,2,2,1,3,2.05,1,4,2,1,1,15.14,1,27.73,19.13,9
2019-12-30,"Standard","Scarab",13,17.4,10,16,20,6,20,10.83,8,3,40.29,17,7,8.95646,3,5,9.1,2,7.91,3.99,2,1,23,4,2,2.47051,1,3,2.35,1,4,2,1,1,14,1,25,18,10
2019-12-31,"Standard","Scarab",13,18,10,16,22,6,20.86,11,8,3,40,17,7,9.68,3,5.1,8.67,2,8.71,4.13,2,1,20,4.99,2,2,1,2.05,2.60928,1,5,2.28,1,1,15,1,25,17.84,10
2020-01-01,"Standard","Scarab",12.7,18,10,16,22.11,6.5,21.81,11,8.49,3,40,15.73,7,10,3,5,8,2,7.09,4.54,2.69,1,23,4.91,2,2,1,2.39,3,1,4,2,1,1,16.74056,1,24.67,18,10
2020-01-02,"Standard","Scarab",12,18,10,15.70068,22,6.32357,20,11,8.44,3,44.91,12.97,6.59,10,3,5,8,2,7.17,4,2.57,1,24,4.7,2,2,1,2,3,1,4,2,1,1,17,1,24,18,10
2020-01-03,"Standard","Scarab",12,17,10,15,20.58,6,20,11,8,3,45,12.53,5.38,8,3,5,8.37,2,8.03,4,2,1.34,24,4.879,2,2,1,3,2.67,1,4,2,1,1,17,1,24,17.8,9
2020-01-04,"Standard","Scarab",12.07,16.95,10,15,20.36,6,19.7261,11,7.95,3,48.41005,12,5,8,4,5,8,2,7.91,4,2,1.73,23.93345,4.36,2,2,1,3,2.52,1,4,2,1,1,17.55,1,24,17,9
2020-01-05,"Standard","Scarab",11.9,16.64669,10,15,20,6.0357,22.63,11,8,3,50,12,5,7.85,4,4.94,8,2,8.96,4,2,1.57,23.56,4.51,2,2,1,3.0065,3,1,3,2,1,1,19,1,24.59,16.12,9.06983
2020-01-06,"Standard","Scarab",12,16,10,15.07904,20,6.99,22.73,10.57,8,3,45.21,15,5,7,4,4.76,8,2,9,4,2,2,23.61,4.93,2,2,1.71449,3.93,3,1,3.03,2,1,1,19,1,23.85,17.49,10
2020-01-07,"Standard","Scarab",12.47,15.68,10,15.17,20,6.67,22.96,11,8,3.23,45,15,5,7,4,5,8,2,8.11,4,2,2,24,4.95,2,2.72,1,4,3,1,4,1.12,1,1,19.22,1,24,17.1,9.28
2020-01-08,"Standard","Scarab",12.97,15.24,10,16.75,20,6.76,25,10,8,4.6,45,14.96529,5,7,4,5,8,2,8.93842,4,2,2,25,5,2,3,1,4,3,1,4,1,1,1,18.15,1,24.69,16.08798,10
2020-01-09,"Standard","Scarab",12.82,16,10,17,20,5.87,25,10,8,5.66,44.03,13.8,5,7,4,5,8,2,10,3,2,2,25,4.93,2,3,1,2.68,3,1,4,1,1,1,19.99005,1,24.67,16,10
2020-01-10,"Standard","Scarab",11.8883,16,14.2,16.16,20,7.71,25,10,8,5.8,44,12,5,7,4,4.52,8,2,10,3,2,2,25,4.84,2,3,1,2.57,3,1,4,1,1,1,19.8902,1,24.67,15.14,10
2020-01-11,"Standard","Scarab",13.726,16,16.05921,17.22,20,8,25,10,8,8,45.1501,11.43,5,7,4.01,5,8.14,2,10,3,2,2,33.07,4.97,2,3,2.85,4,3,1,4,1,1,1,20,1,24.98,17,10
2020-01-12,"Standard","Scarab",13.97,16,17,18.23,20,8,25,9.21,8.92,7.32296,45,9,5,7,5,4.66,8,2,10,3.1,2,2,30,4.81,2,3,1.14051,4,3,1,3.98136,1,1,1,18.00237,1,25,18,10
2020-01-13,"Standard","Scarab",15,16,17,18.85,20,8,25,9.33,9,7,45,9.93,5,7,5,4.69,7,2,10.86,3.95,2,2,30,4.75,2,3,3,2.8,3,1,3,1,1,1,20.55025,1,25,19.12,10
2020-01-14,"Standard","Scarab",15,16,17.77,18,20,8,25.68,10,9.08,4.51,45,10,5,7,5,4,8,2,11.78,3,2,2,30,3.96,2,3,1.13056,3,2.27,1,3.57,1,1,1,20,1,25,18.38,9.94
2020-01-15,"Standard","Scarab",15,15,17.91,18,20,8.15,27.91,10,9.05,7,45,10,5,7,5,4,7,2,13.21,2.8,2,2,30,4,2,3,1.27,3,2.81,1,4,1,1,1,19.68005,1,25,19.02,9.47
2020-01-16,"Standard","Scarab",15,15,18,18,20,7.88,28,10,9.41,5.54,45,9.248,5,7,4.75,4,7,2,14,3,2,2,30,4,2,2.18,1,3,3,1,4,1,1,1,20,1,28.64,20,9.86
2020-01-17,"Standard","Scarab",15,15,18.05,17.64,20,8,28.01,9.31,9.61,5.54,45,8,5.32,7,5,4,7,2,14.39,3,2,2,29,4,2,2,1,3,3,1,4,1,1,1,18.5,1,35.95,20,9
2020-01-18,"Standard","Scarab",15,15,18,17,20,8,27.89,9.45755,9,5,45,8,7.7,7,4.66,4,6.86,2,15,2.77,2,2,30,3.49,2,2,1,3,3,1,4.07,1,1,1,20,1,38.76,20,9
2020-01-19,"Standard","Scarab",15,14,15,17,20,8.21,27.34,10,9,5,45,8,8.48,6,5,4,6,2,15,3,2,2,25.47,3.26,2,2,1,3,3,1,4.27289,1,1,1,19,1,40,20,9
2020-01-20,"Standard","Scarab",15.45457,13,15,15,20,8,28.07667,10,9,5,45,8,10,6,5,4,7,2,15,2.93,2,2,26.44,4,2,1,1,3,3,1,4.215,1,1,1,19,1,40,20,9.61
2020-01-21,"Standard","Scarab",15,13,15,15,20,8,30,10,8.94,5,44,8,10,6,4.3,4,7,2,15,2.5,2,2,28.26,4,2,1,1,3,3,1,4,1,1,1,19,1,41.23,20,9
2020-01-22,"Standard","Scarab",15,14,14.63,15,20,8,30,10,8,4.39,44.08157,8,10,5.49,4.51,4,7,2,15,1.45,2,2,25,4,2,1,1.83,3,3,1,4,1,1,1,19,1,40.34,20,9
2020-01-23,"Standard","Scarab",15,14,13.65,15,20,12.99,30,10,8,5,44,7.88214,10,5.73,4,4,5.86283,2,15,1.94,2,2,25,4,2,1,1.59,3,3,1,4,1,1,1,18.17,1,44.12,20,9
2020-01-24,"Standard","Scarab",15,13,15,15,20,11.47,28.39018,10,8,5,43.4,7,10,5,4.74,4,7,2,14.16,3,2,2,27.61005,4,2,1,1,3,2.98,1,4,1,1,1,19.14035,1,44.06,20,9
2020-01-25,"Standard","Scarab",15,14.41,15,15,20,11.52385,30,10,8,5.44,44.92525,7,10,4.72,4.66,4,7,2.48,13.02,3.3,2,2,29.87626,2.14,2,1.51,2,3,2,1,4.01161,1,1,1,20,1,42.38,20,10
2020-01-26,"Standard","Scarab",15,15,15,15,19,10,29.43,10,8,8.43,41.21717,7,10,4.14,4,4,7,2.63479,10.4,3.6,2,2,29,2.12,2,1.63505,1.62,3,2,1,4,1,1,1,20,1,40,20,10
2020-01-27,"Standard","Scarab",15,15,15.59631,14.85,15.94118,10.6,30,10,8,8,41.51636,7,8.47,4.51,4,4,6,3,10,3,2,1.78,27.36051,1.46,2,1.16,1,3,2,1,4.73,1.91,1,1,20,1,41.08714,18.05,10
2020-01-28,"Standard","Scarab",15,15,15,14.06,19.21,10,30,9.03,7.94,8,43.92,7,7,4.37,4,4,6,4.01,10,3.73,2,2,27,2.32,2,2,1,3,2,1,4,3,1,1,22,1,46.86,20,10
2020-01-29,"Standard","Scarab",15,15,15,15,18,10,30,9,8,8,44.33,7,7.24383,4.38,4,5,6,5,10,4,2,2,29.46273,2.59,2,2,1,3,2,1,5,3,1,1,23,1,46.88,20,10
2020-01-30,"Standard","Scarab",15,15,15,15,18,10,30,9,8,8,45,7,7.4,4.94,4,5,6.64,5,10,4,2,2,30,2,2,2,1,3,2,1,5,3,1,1,23.02,1,46.62,20,11.23
2020-01-31,"Standard","Scarab",15,15,15,14,17.05,10,30,9,8,8,45,6.65,8,5,4,5,6.2,5,10,4,2,2,30,2,2,2,1,3,2,1,5,3,1,1,23.9401,1,50,20,10
2020-02-01,"Standard","Scarab",15,15,15,14,17,10,30,8.13007,7.14,6,45,6,7.33,4.98829,4,5,6,5,10,4,2,2,30,2,2,2,1.1204,3,2,1,5,3,1,1,23.03167,1,45,20,10
2020-02-02,"Standard","Scarab",15,16.59,15,14,16,10,28.79,8,7,5.93,47,6,7,5,4,4.7633,6.48,5,9.22,4,2,2,30,2,2,2,1.14,3,2,1,5,3,1,1,24.64,1,40,20,10
2020-02-03,"Standard","Scarab",15,19,14.76,14,16.09083,10,29,8,7,5,47.90505,6.25,5.38,5,4.95,5,6,5,9.95,4,2,2,30,2,2,2.01655,1.13,3,2,1,5,3,1,1,25,1,49.06,19,9.59
2020-02-04,"Standard","Scarab",15,19,15,13.45,15.89,10,29,8,7,5,48,6.97,5.71,5,4.94098,5,7,5,9.05227,4,2,2,30,2,2,3,1,3,2,1,5,3,1,1,24.75,1,49.58069,19.36,10
2020-02-05,"Standard","Scarab",16.39973,18.01944,15,13,17,10,28,7.01,7,5.70588,47,7,7,5,5,5.31,7.51,5,9.35,4,2,2,30,2,2,3,1.73,3,2,1,5,3,1,1,23,1,50,20,10
2020-02-06,"Standard","Scarab",18,17.50102,15,13,17,10,28,6.94,6.80588,4.76891,47.32101,7,7.51264,5.53833,5,5,8,5,10,4,2,2,30,2,2,3,2,3,2,1,5,3,1,1,25,1,50,20,10.04
2020-02-07,"Standard","Scarab",18,17.46,14.91,13,16,10,28,6,6.32,5.13,48,7,8,9.69,4.94016,5,7,4.05,10,4,2,2,30,2,2,3.47816,1.75,3,2,1,5,3,1,1,25,1,50,20,10
2020-02-08,"Standard","Scarab",18,16.27,13.41,11.30462,16,10,27.59,5.87108,6.84,5,48.32323,5,8,10,5,5,6.95417,3.97,9,4,2,2,30,2,2,4,2,3,2,1,5,2,1,1,25,1,50,20,10
2020-02-09,"Standard","Scarab",11.06909,16.15266,15,10,16.17,11,27,5.89,6.95,5,49.00091,5,8,9,5.19,5.02,6,3.27,9,4,1.75,2,31.82626,2,2,3.01677,2,3,2,1,5,2,1,1,25,1,50,20,9.6
2020-02-10,"Standard","Scarab",10.65,18.35,15,10,15,11,27,7,6,5,48,5.76147,7.65,9,6.73,6.65,6,3,9.00925,4,1.75,2,32.28005,2,2,3.11505,1,3,2.26,1,5,2,1,1,24.63005,1,50,20,10
2020-02-11,"Standard","Scarab",10,19,18.15,10,15,12,28,7,5.91761,4,49,5,6,8,6.43,6,6,3.77,9.20314,4,1.86,2,32,2,2,4,1,3.04,2.58522,1,5.86,2,1,1,23,1,50,20,10
2020-02-12,"Standard","Scarab",10,18,19,10,14,11.84,27.42,6.96981,5.54327,4,48.10495,5,5.29,8,6.35,6,6,3.89,9.09,4,2,2,30.70798,2,2,4,1,3,3,1,5,2,1,1,25,1,50,20,9
2020-02-13,"Standard","Scarab",10,19.75289,19,10,14.51,10.75,28,6.71,4.95,4,49,5,6,7.41,7,6,6,4,9,4,2,2,30.53051,2,2,4,1,3.19,3,1,5,2,1,1,25,1,50,20,9.59
2020-02-14,"Standard","Scarab",10.06,20,19,10,15,10.97,29,6,5.08,5,49,5,6,8.71,7.2,6.03,5,4,9,4,2,2,34.41,2,2,4,1,3,2.64,1,5,2,1,1,29,1,50,20.27,10
2020-02-15,"Standard","Scarab",10.90543,20,19,9.57,15,12,29.54,7,5,5,49.56136,7,6,9.66571,7.92,6,5,3.74,10,4,2,2,34.14162,2,2,3.9,1,3,2.66,1,5,2,1,1,27.29247,1,50,20,10.91732
2020-02-16,"Standard","Scarab",10.49,19.75458,16.89,10,14.9922,11.69,29.81905,7,5,5,50,7,5.88,6.98013,7,6,5,3.29,9.91,3.98,2,2,34.88,2,2,2.87005,1,3,2.14,1,5,1.23,1.01,1,26.4404,1,50,18.26,10
2020-02-17,"Standard","Scarab",11.91,19.89275,15.27489,10,15,11.48,30,7.13,5,4.86,52.95,6.54,7,5,7,5.08,5,3,10,4,2,2,33.75005,2,2,3,1,3,3,1,5.67,1,1,1,25,1,49,19.84,10
2020-02-18,"Standard","Scarab",11,20,14.87,10,15,10,32.18,9.12,5,5,53.05,6.32,7,5,6.95,7,6,3,10.58,3.65,2,2,34.7701,2,2,3,1,3,3,1,5.31182,1,1,1,27.76566,1,48,20,9.81
2020-02-19,"Standard","Scarab",13.57,20,16,10,15,10,34.39,9.79319,5,5,54.58,6.36,7,6.03,7,5.62,6,4,12.09,3.34747,2.21,2,37.30025,2,2,3.2404,2,3,3,1,5,1,1,1,28.13,1,48,20,10
2020-02-20,"Standard","Scarab",14.024,20,16,10,15,10,34.84,9.46,5,4.98,55,7,7,6.41922,7,5.55,6,3.94,12,4,3,2,36.75,2,2,3.2301,1.98,3,3,1,5,1,1,1,28.63081,1,46.43,20,10
2020-02-21,"Standard","Scarab",11,20,14.75,10,15,10,35,9,5,5,55,7,7,7,7,5.7,7.54,3,12,4,3,2,38,2,2,3,2,3,3,1,5,1.45035,1,1,29,1,47.82,20,10
2020-02-22,"Standard","Scarab",10,19.14,15.92,10,14.81,10,35,9.13,5,5,53.21,6.07,6,7,7.9,5.40216,6,3,15,3.67,3,2,39.41015,2,2,2.95,2,3,3,1,5,1,1,1,26.3204,1,40,18.49,10
2020-02-23,"Standard","Scarab",10.2,19,16.89,9.69,15,10,35,9,5,5,50,5.92,5.39,6,8,5.3263,6,3,15,3,3,2,38,2.14,2,2,2,3,3,1,5,1,1,1,27,1,43.2528,16.695,9.8
2020-02-24,"Standard","Scarab",11.44,20,15.77,9.69,15,10,35,8.65,5,5,50,5,6.72,6.98,8,5,8,3,15,3,2.46,2,38.89,2.75,2,3,1.51,3,3.97,1,5,1,1,1,27.25,1,49,16.08,10
2020-02-25,"Standard","Scarab",10.33,20,19.18,9,15,10,34.31,7.83,5,5.75,55,5,6.13,7,8,5,8,2.65139,15,3,1.52,2,39.57515,2.5,2,3,1,3,3,1,5,1,1,1,27.6802,1,47.59,17.38,14
2020-02-26,"Standard","Scarab",10.66,19.65,19,8.52,15,9.95,34.46,6,5,6.19,55,5,6.03,7,8,5,7,2,15,3,3,2,39,2.82,2,3,1,3,3,1,5,1,1,1,27,1,48,15.94,14
2020-02-27,"Standard","Scarab",14.6,20.16,19.2,9,15,10,34.47,6,6.18,6.34328,54.66,5,6,6.54,8,5,7.65808,2.75,15,3,2.32143,2,39,2.88,2,3,1,2.14,3,1,5,1,1,1,26.75505,1,48,16,13
2020-02-28,"Standard","Scarab",14.22341,20,19.33,9.95,15,9.15,34.44651,6,7,5.18,55,5,6,7,7,5,7,3,15,4,2.04,2,39,3,1.02,3,1,2,3,1,5.78,1,1,1,25.82273,1,49,16,12
2020-02-29,"Standard","Scarab",14.47344,20,19,10,15,8.34,35,6,6.37,7,53.89247,5,5.9168,6.55,7,5,7,2.81107,14.95133,3.67,2.16,2,38,3,2.66,3,1,2,3,1,5,1,1,1,25,1,48.8,16,11.43
2020-03-01,"Standard","Scarab",15,18,20,10,15,8.18,30.74,7.58,6.48545,7.35127,54,5,5,6.7201,7,5,6.79,3,13,3.72,2,2,38,3,2.94,3,1,2,3,1,5,1,1,1,25,1,48.91,16,12
2020-03-02,"Standard","Scarab",15,17.22051,20,10,15,8,30,8,7.67273,8,54.05,5,5.10711,10,7,5.80688,6.49,3,13,3,2,2,38.39899,3,3,3,1,2,3,1,5,1,1,1,27.47212,1,49,19.45,12
2020-03-03,"Standard","Scarab",17.02,18.01,20,10,15,8,30,7.77,7.91,5.82,54,5,5.01,9.2901,7,5,6,3,12.86,3,2,2,38,3,3,3,1,2,3,1,5,1,1,1,28,1,48,20,12
2020-03-04,"Standard","Scarab",18,18.25424,20,10,15,8,30,7.88,7.92,6,50,5,5,10,7.89,5,6,3,11.18,3,2,2,38,3,3,3,1,3,2.63289,1,5,1,1,1,28,1,47.6,19,11.34
2020-03-05,"Standard","Scarab",18.08,18.56,19.47,10,15,8,30,8,7.89545,5,55,5,5,10,7.68786,5,6,2.7,10,3,2,2,38.65,3,3,3,1,3,2,1,5,1,1,1,28,1,45,19,12
2020-03-06,"Standard","Scarab",16.34,18.00121,20,10,15,8,30.82639,7,8,5,55,5,5,9.84,7.53154,5,6.06,3,10,3,2,2,38.78015,3,3,3,1,3,2,1,5,1,1,1,28.62919,1,48.2203,20,12
2020-03-07,"Standard","Scarab",18.11,18,20,10,15,8,33.25,7,8,6,54.7701,4.95,6.83,9,7.86237,5,6,3,9.78,3,1,1,38,3,3,3,1,3,2,1,5,1,1,1,28.98,1,50,20,13
2020-03-08,"Standard","Scarab",18,15,19.22234,10,15,8.44,35,7,7,5.45759,55.13525,5,6.75536,9,8,5,5.4,3,9.17,3,1.11,1,35,3,3,3,1.99505,2,2,1.06,5,1,1,1,29,1,45,15,13
2020-03-09,"Standard","Scarab",19.87037,16.21364,19,10,13.7,8,34.19,7,7,5,55,5,6.58,8.34,6.99305,5,5,3,9.8,3,1.28621,1,39.42566,3,3,3,2,2,2,1,4.82,1,1,1,26.78,1,45.3825,15.32,12
